domain	subset	idx	label	sentence1	sentence2	file
SMTeuroparl	2012test	30	4.5	That provision could open the door wide to arbitrariness.	This point of the rules of procedure opens the door to the arbitrary.	sts-mt
surprise.SMTnews	2012test	240	4.75	The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	The answer lies in the support that the Indonesian democrats activists will generate domestically and internationally.	sts-mt
SMTeuroparl	2012train	559	4.2	It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.	The safeguard of the universal service using compensation funds which would make it possible to engage of the private profits to the profit of the public service will probably make failure.	sts-mt
postediting	2016	1608	2.0	Other operators also refer to the specific nature of the Czech market.	None of the Czech operators did of a dominant position on such a market.	sts-mt
SMTeuroparl	2012train	285	4.6	Declarations must be followed by concrete steps to trace, freeze, seize and confiscate the proceeds of crime.	The debate must be followed by concrete actions to identify, freeze, seize and confiscate the proceeds of crime.  	sts-mt
SMTeuroparl	2012train	678	4.4	The very worst situation is when the women concerned also come from distant countries, having taken the work on out of desperation because they have no other way of continuing to provide for themselves.	The situation is worsening, when it comes to women distant countries who have accepted this work by necessity and which have no alternative to continue to meet their basic needs.	sts-mt
SMTeuroparl	2012test	16	4.333	Neither was there a qualified majority within this House to revert to Article 272.	It did not not more of the qualified majority in this Parliament to return to the Article 272.	sts-mt
SMTeuroparl	2012train	677	4.6	The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.	For this cooperation, for your support and also for your warm welcome, Madam President, ladies and gentlemen of the European Parliament, the French Presidency thank you.	sts-mt
SMTeuroparl	2012test	417	5.0	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained in second reading, a crisis is on the basis of this amendment of directive.	sts-mt
SMTeuroparl	2012train	679	4.6	The debate is closed.	In the debate is closed.	sts-mt
SMTeuroparl	2012train	389	4.75	Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.	Mr President, the Committee on Citizens' Freedoms and Rights, Justice and Internal Affairs has prepared carefully the Karamanou report.	sts-mt
postediting	2016	2607	1.0	Other operators would also refer to the nature of the Czech market.	None of the Czech operators did of a dominant position on such a market.	sts-mt
SMTeuroparl	2012train	369	4.6	Those who stand apart from reinforced cooperation are really being given the same freedom as the back seat passengers in a car.	Those which refuse the reinforced cooperation enjoy the same freedom of movement as the passengers of the back seat of a car.	sts-mt
SMTeuroparl	2012test	93	5.0	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summed up in a few words: the power of citizens on the bureaucracy.	sts-mt
SMTeuroparl	2012train	95	5.0	(Parliament accepted the oral amendment)	(Parliament accepted the oral amendment)	sts-mt
SMTeuroparl	2012train	445	4.2	Mr President, the Commission' s attitude to the right of access to documents may be seen from the internal handbook sent on 11 October to employees of the Commission to tell them how to deal with requests from MEPs for access to documents.	Mr President, we cannot know the position of the Commission in the matter of public access to documents in reading the Commission has that has been postponed, on 11 October, the officials of the Commission in order to explain the way in which they had to deal with the requests in this regard access to documents.  	sts-mt
SMTeuroparl	2012train	511	4.6	Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.	Without doubt, just better to have no agreement than having an agreement that is wrong and, in this case, the US proposal was a watered-down proposal, which is totally unacceptable for Europe.	sts-mt
SMTeuroparl	2012train	397	5.0	I should also have liked the Court of Auditors' report to have been a little more user-friendly and to have provided a number of clear recommendations, for example one or two per chapter.	I would also have liked to see the report of the Court of Auditors was a little more user-friendly and that he had tabled a number of clear recommendations, for example, one or two recommendations by chapter.	sts-mt
surprise.SMTnews	2012test	115	5.0	Putin's Russia has already lost 12 leading journalists to murder in the past six years.	Russia of Putin already lost 12 eminent journalists, assassinated during the six last years.	sts-mt
SMTeuroparl	2012train	706	5.0	The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.	The labelling of beef which has been decided, which is a minimum labelling and which entered into force for two and a half months, does not allow for properly tracing the origin of animals, and we have belatedly banned specified risk material.	sts-mt
surprise.SMTnews	2012test	189	4.75	Today there are two plausible ways to proceed against a deposed tyrant.	Today there are two ways plausible to undertake a tyrant deposed.	sts-mt
SMTeuroparl	2012test	176	4.25	Then perhaps we could have avoided a catastrophe.	We would perhaps then could prevent a disaster.	sts-mt
surprise.SMTnews	2012test	220	5.0	Jobs, in particular, will help young people to create new lives through serious work.	The jobs, in particular, would help young people to create new lives in serious jobs.	sts-mt
postediting	2016	1979	0.0	The interpretation of the dominant market position is one of the many points of contention.	It was the biggest loss of points in the space of a day of history.	sts-mt
surprise.SMTnews	2012test	15	4.75	But the returns that make US stock markets so attractive reflect a delicate political balance.	But the returns which return the US markets of the transferable securities if attracting reflect a fragile political balance.	sts-mt
surprise.SMTnews	2012test	256	4.0	Those who know little about modern factory farming may wonder why such legislation would be necessary.	Perhaps those which do not know the methods of intensive breeding will astonish by the need for such a legislation.	sts-mt
postediting	2016	1544	3.0	When energy gives birth to waves, big ones moves.	When energy is born waves, now the big moves.	sts-mt
postediting	2016	1032	2.0	We can, of course, make music directly on the map memory, but little card readers know go without reduction, given the dimensions tiny memory cards used in mobile.	We can, of course, record music directly onto the memory card, but few card readers know how to deal with them, given the tiny dimensions of memory cards used in mobile.	sts-mt
surprise.SMTnews	2012test	12	2.2	But if Europe's performance continues to decline, would this perception survive?	But this image can survive a further decline?	sts-mt
SMTeuroparl	2012train	140	4.2	The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.	The European Council will also discuss the State of progress of the negotiations on membership, and therefore of the '.  	sts-mt
SMTeuroparl	2012train	422	5.0	But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.	However, I would like to say to the House this afternoon that we must not lose sight of the fact that the European Union is spending that 1% of GDP in the Member States and that most of this money is managed in the Member States.	sts-mt
SMTeuroparl	2012train	280	4.4	Mr President, the Commission' s attitude to the right of access to documents may be seen from the internal handbook sent on 11 October to employees of the Commission to tell them how to deal with requests from MEPs for access to documents.	Mr President, we know the position of the Commission on public access to documents in reading the internal manual, which was submitted, on 11 October, the Commission's officials in order to explain the way in which they were to deal with the requests from the Members regarding access to documents.	sts-mt
surprise.SMTnews	2012test	91	3.75	But US stock prices fell only 5.2% between May 9 and May 24.	Yet, the Americans have accused a lowering of 5.2% between 9 and 24 May.	sts-mt
surprise.SMTnews	2012test	232	4.75	He did, but the initiative did not get very far.	He has done, that the initiative not go very far.	sts-mt
SMTeuroparl	2012test	350	5.0	Then perhaps we could have avoided a catastrophe.	We could perhaps then have avoided a catastrophe.	sts-mt
SMTeuroparl	2012train	152	3.8	These objectives, the main one and the secondary ones, will be the touchstone by which the concrete proposals submitted by the Commission must be judged.	These objectives, the secondary primary objective and objectives, will represent the stone of key enabling us to consider the concrete proposals presented by the Commission.	sts-mt
SMTeuroparl	2012train	266	4.4	Approval of the Minutes of the previous sitting	Approval of the official report of the previous sitting	sts-mt
SMTeuroparl	2012train	241	4.2	Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.	Mr President, in my speech I shall focus on the report by Mrs Lalumière, report that I think it is well thought-out and clearly formulated.	sts-mt
postediting	2016	1637	3.0	HSV beat Gladbach 1: 0	HSV fighting Gladbach 1: 0	sts-mt
postediting	2016	2428	4.0	"Sooner or later it will eventually a fatal accident, ""he said, there is a years, Ty´den.cz."	"Sooner or later it will eventually a fatal accident,"" he said, a year ago, to Ty´den.cz."	sts-mt
SMTeuroparl	2012train	29	4.6	I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.	I urge the French Presidency to do everything in its power to bridge this gap, particularly destructive.	sts-mt
surprise.SMTnews	2012test	315	5.0	And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	And, perhaps most importantly, Ahmadinejad influence destabilizing, not Bernanke.	sts-mt
SMTeuroparl	2012train	723	5.0	Approval of the Minutes of the previous sitting	Approval of the Minutes of the previous sitting.	sts-mt
SMTeuroparl	2012train	609	3.6	I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.	I am a bit of him now to compel the Commission to a motion for a resolution and ask him in a time to establish a Green Paper on the current State of voluntary insurance and health insurance.  	sts-mt
SMTeuroparl	2012train	175	4.6	Therefore, I also believe that this reconciliation is sustainable, but that the government, which has very courageously found a solution to the university issue and to many other issues, needs visible signs of its success, and powerful support, else peace throughout the region will be under threat.	That is why I also believe that this reconciliation can take; however, the government, which has very courageously found a solution to the issue of universities and many other problems, needs visible signs of success and a strong support, otherwise the peace threatened in the region as a whole.	sts-mt
SMTeuroparl	2012train	534	3.6	It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.	The maintenance of the universal service means of a compensation fund which could initiate private profits for the benefit of the public service will probably deal fire.	sts-mt
surprise.SMTnews	2012test	123	4.5	Tocqueville believed that there are no effective long-term constraints on this tendency.	Tocqueville thought in the long run, nothing can be really opposed this trend.	sts-mt
surprise.SMTnews	2012test	333	4.75	A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	Losing of Alstom would have serious repercussions in Europe and not just for policies on competition.	sts-mt
SMTeuroparl	2012test	17	4.5	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained, at second reading, a crisis is at the root of this modification of Directive.	sts-mt
postediting	2016	585	2.0	Or heels of trial of clothes.	Or heels of transgressing or clothes.	sts-mt
SMTeuroparl	2012test	119	3.5	As I already explained during second reading, there is a crisis underlying this directive amendment.	As I have already explained in second reading, is at the root of this directive.	sts-mt
SMTeuroparl	2012train	172	5.0	Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.	Given these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.	sts-mt
SMTeuroparl	2012test	376	5.0	The fishermen are inactive, tired and disappointed.	The fishermen are idle, tired and disappointed.	sts-mt
SMTeuroparl	2012train	476	4.8	Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.	In my view, there is, however, nothing worse than having to warn people that a ruling for them could only be a series of words pleasing and have no practical effect on their existence.	sts-mt
SMTeuroparl	2012train	571	4.8	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.	I have also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the future Treaty which will be adopted in Nice.	sts-mt
SMTeuroparl	2012test	271	5.0	The leaders have now been given a new chance and let us hope they seize it.	The leaders now have a new chance and let them therefore seize it.	sts-mt
surprise.SMTnews	2012test	206	3.5	After all, they recommend the policies that politicians may or may not want to consider.	After all, they recommend the policies that politicians will take into account.	sts-mt
SMTeuroparl	2012test	78	4.8	The fishermen are inactive, tired and disappointed.	Fishermen are inactive, tired and disappointment.	sts-mt
SMTeuroparl	2012train	689	4.4	We have heard that the previous Council Presidency first restructured and then scrapped the Ministry for Equality.	We heard that the previous presidency initially restructured then dismantled the ministry for the equal opportunity.	sts-mt
SMTeuroparl	2012train	733	0.8	He saw a red rose.	He drove a rose colored car. 	sts-mt
SMTeuroparl	2012test	374	3.0	The European Union has got to do something and do it quickly.	It suits that the European Union is implied and that it makesit rapidly.	sts-mt
SMTeuroparl	2012train	218	5.0	Action is needed quickly, which is why we decided to include this item on the agenda.	There is urgency and that is why we decided to put this item on the agenda.	sts-mt
surprise.SMTnews	2012test	367	4.75	That is the spirit in which the European Constitution must be written.	That is the spirit in which must be developed the European Constitution.	sts-mt
SMTeuroparl	2012test	336	4.0	Then perhaps we could have avoided a catastrophe.	We would perhaps have been able to prevent a disaster.	sts-mt
postediting	2016	1078	5.0	They desperately need this, indeed, and I shows you an example.	They desperately need this, and I show you an example.	sts-mt
surprise.SMTnews	2012test	222	4.25	Tocqueville believed that there are no effective long-term constraints on this tendency.	Thought that in the long term, nothing can actually to this trend.  	sts-mt
SMTeuroparl	2012test	334	4.75	Maij-Weggen report (A5-0323/2000)	Mrs Maij-Weggen report (A5-0323 / 2000)	sts-mt
SMTeuroparl	2012test	51	5.0	Mr President, the Cashman report can be summarised in four words: citizens' power over bureaucracy.	Mr President, the Cashman report can be summarized in a few words: the power of citizens on bureaucracy.	sts-mt
SMTeuroparl	2012train	387	4.5	As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.	It is necessary to know today, since we are always in uncertainty, which are the scientific data, which are the measures to be taken.	sts-mt
surprise.SMTnews	2012test	97	4.0	But US stock prices fell only 5.2% between May 9 and May 24.	Yet the US courts have indicted that a reduction of 5.2% between 9 and 24 May.	sts-mt
SMTeuroparl	2012train	548	4.6	This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.	That is the position advocated by the rapporteur and supported by the European People's Party.	sts-mt
SMTeuroparl	2012train	111	3.6	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	This is a disgrace when we think that the European Union is a champion of the modernisation of economic life.	sts-mt
SMTeuroparl	2012test	217	3.75	The European Union has got to do something and do it quickly.	It is right that the European Union is it entails, and do so quickly.	sts-mt
SMTeuroparl	2012train	124	5.0	It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.	It must be the true brain of coordination of the network of the national agencies which, in their turn, will have to activate and coordinate a network of centers of excellence of food safety at the regional level.	sts-mt
SMTeuroparl	2012train	149	3.2	Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.	Above all, when a business or a society with fewer than 250 a project, it must be possible for a means not only with a guarantee to 120%, but also on the basis of a good idea.  	sts-mt
postediting	2016	797	5.0	The interests of 2009 cover seven months, from the end of September this year till the end of March.	The interests of 2009 cover seven months to the end of September this year until the end of March.	sts-mt
postediting	2016	706	5.0	"There was nothing left but to collect the hostages"", when suddenly, ""this surprise"" occurred."	"There is nothing left to collect the hostages', when suddenly, ""this surprise"" occurred."	sts-mt
surprise.SMTnews	2012test	259	4.75	He did, but the initiative did not get very far.	What it has done without initiative go very far.  	sts-mt
SMTeuroparl	2012train	434	3.8	I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.	I thank the rapporteur for the Committee for the foreign affairs, Mr Brok, for his clear and complete report/ratio.	sts-mt
SMTeuroparl	2012train	607	4.0	On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.	Furthermore, we would have a chance to demonstrate to Europe that we are in a position to develop the constitutional equality of Serbia and Montenegro, in Yugoslavia, recognising the real democratic principles.	sts-mt
SMTeuroparl	2012train	31	4.2	On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.	On the contrary, the power of the national restricting still further the right of veto and to give more power to the Parliament of the EU.  	sts-mt
SMTeuroparl	2012train	635	5.0	The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.	The labelling of beef which has been decided, which is a minimum labelling and which has only been in force for two and a half months ago, does not properly to trace the origin of animals and we have banned rather belatedly specified risk material.	sts-mt
surprise.SMTnews	2012test	56	4.5	After all, they recommend the policies that politicians may or may not want to consider.	After all, they have recommended the policies that the politicians or not consideration.	sts-mt
SMTeuroparl	2012test	247	4.75	Neither was there a qualified majority within this House to revert to Article 272.	There did not exist either of majority qualified within this Parliament to return in article 272.	sts-mt
surprise.SMTnews	2012test	151	4.75	Today's great Pax Europa and today's pan-European prosperity depend on this.	The great Pax Europa today, as the current pan-European prosperity, depends.	sts-mt
SMTeuroparl	2012train	26	3.0	People with the same business affairs in common are peacefully bound to one another.	The economic activities Commons generating peaceful links between people.	sts-mt
surprise.SMTnews	2012test	350	5.0	Iraq's future depends directly on the fate of Iraqi oil production.	The future of Iraq is linked to the oil production in the country.	sts-mt
SMTeuroparl	2012test	162	4.5	Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.	We maintain unanimity in Council and therefore a latent inability to act.	sts-mt
postediting	2016	1013	2.0	Sarkozy at the meeting of fishermen angry	Nicolas Sarkozy is expected to the ground by fishermen.	sts-mt
surprise.SMTnews	2012test	395	4.5	Tocqueville believed that there are no effective long-term constraints on this tendency.	Tocqueville thought that on the long run, nothing can be really opposed to this tendency.	sts-mt
SMTeuroparl	2012test	256	4.25	Selective aid, such as market support and a grass subsidy, are essential.	Punctual assistance as the support of the market or the premium to grass is essential.	sts-mt
surprise.SMTnews	2012test	129	5.0	A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	An influential Chinese business man, who shares his time between HongKong and London, was even more precise.	sts-mt
postediting	2016	904	3.0	I wanted to re-commemorate her because I think it is these women who have had an enormous influence in their time and now no one knows and highlights their work, says Bayón.	I wanted to the back because I think it is these women who have an enormous influence in their time and now no one knows and highlights his work, says Bayón.	sts-mt
surprise.SMTnews	2012test	43	4.25	A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	On the question of losing Alstom would have serious repercussions in Europe and not just for the policies on competition.	sts-mt
SMTeuroparl	2012train	89	4.4	It must genuinely be a centre for coordinating the network of national agencies which, in turn, must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.	It must be the true brain coordination of the network of national agencies, which, in turn, must activate and coordinate a network of centres of excellence food safety at regional level.	sts-mt
SMTeuroparl	2012test	391	4.75	It is our job to continue to support Latvia with the integration of the Russian population.	It is of our duty to continue to support the Latvia on the question of the integration of the Russian population.	sts-mt
postediting	2016	1496	0.0	The installation in all the institutions of the Presidency of the Council is now complete with the Palais Chigi.	The celebration of the Second crucial time for the Improvement of Record of the Equipe.	sts-mt
SMTeuroparl	2012train	234	4.6	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	This is a disgrace when we think that the European Union presents itself as the champion of the modernisation of economic life!	sts-mt
SMTeuroparl	2012train	249	4.6	B5-0794/2000, by Mr Medina Ortega, Mr Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the kidnap in Colombia of a Spanish Jesuit engaged in negotiations with the guerillas;	(B5-0794 / 2000, by Mr Medina Ortega, Linkohr and Mr Fava, on behalf of the Group of the Party of European Socialists, on the abduction by Colombia of a Spanish Jesuit engaged in negotiations with the guerrilla movement.	sts-mt
SMTeuroparl	2012train	120	1.4	That made them heavily dependent on loans.	A policy which has been strongly capital.  	sts-mt
SMTeuroparl	2012train	246	4.8	Firstly, simplification and clarification of the Treaties.	First, that of a simplification and clarification of the Treaties.	sts-mt
SMTeuroparl	2012train	714	4.4	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights in the future Treaty, which will be adopted in Nice.	sts-mt
SMTeuroparl	2012test	294	4.25	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	Users will be the losers, with the employees, and the competitiveness and European growth régresseront.	sts-mt
SMTeuroparl	2012test	380	4.5	The standards are scarcely comparable, let alone transferable.	The norms are hardly comparable and still less transferable.	sts-mt
SMTeuroparl	2012train	216	4.8	From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.	Since the first thoughts on this issue, which took place at European level on the initiative of the European Parliament, the Commission is committed to the Member States to promote action to develop what we could consider a European police culture, based on the highest standards in terms of ethics, respect for citizens' rights and freedoms, and effectiveness in the fight against crime.	sts-mt
postediting	2016	1591	3.0	What does it mean?	But what does that mean for the emotions?	sts-mt
SMTeuroparl	2012train	371	4.6	The European Council will also discuss the state of progress of the accession negotiations and hence of the enlargement.	The European Council will also discuss the progress of the negotiations of adhesion, and thus widening.	sts-mt
SMTeuroparl	2012train	16	3.8	The only instance in which no tax is levied is when the supplier is in a non-EU country and the recipient is in a Member State of the EU.	"The only case for which no tax is still perceived ""is an example of supply in the European Community from a third country."	sts-mt
postediting	2016	371	3.0	The total immersion in the English language focusses on the almost constant use of English in teaching.	The dumping total in English focusing on the use almost constant of English in the investigation.	sts-mt
postediting	2016	170	1.0	We have already led the negotiations about that possibility several times with all the Czech mobile operators.	The problem is that the commercial state of all Czech mobile operators prohibits such a resale.	sts-mt
SMTeuroparl	2012train	117	5.0	Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.	Greek ships were sunk, without any storm around, Mr Gayssot.	sts-mt
postediting	2016	663	3.0	No, sir I am Spanish but I have lived here two years.	No, not Mr, I am Spanish but I have lived here thinking two years.	sts-mt
SMTeuroparl	2012train	621	4.8	I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.	I also voted against a text which calls for the integration of the Charter of Fundamental Rights in the future Treaty which will be adopted at Nice.	sts-mt
postediting	2016	464	5.0	The eye of the bee plays an important role, since it is able to see in all directions, in an angle of 300 degrees.	The eye to aspects of the bee plays an important role, since it is able to see in all directions, in a 300 degrees.	sts-mt
SMTeuroparl	2012test	20	4.0	We often pontificate here about being the representatives of the citizens of Europe.	We take pride often here to represent the European citizens.	sts-mt
postediting	2016	2127	4.0	These drinks, consumed especially the summer because désaltérantes and rich in vitamins, if associated with some vital medicines, to alter the popular absorbement or reducing in the case, their effectiveness, with the same serious consequences for health.	These drinks, consumed especially the summer because they are refreshing and rich in vitamins, if taken with some vital medicines, can alter their effectiveness, absorbing or reducing according to cases, with serious consequences to the health.	sts-mt
SMTeuroparl	2012test	27	4.5	Then perhaps we could have avoided a catastrophe.	Perhaps we should have been able to prevent a disaster.	sts-mt
SMTeuroparl	2012train	363	4.6	If we define a clear, binding framework for the Member States, then there should be a longer evaluation period for the various support systems required to satisfy these requirements.	If we create a clear framework and binding on the Member States, the different systems to meet these requirements should have a longer period of put to the test.	sts-mt
SMTeuroparl	2012train	508	3.8	As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.	In 1996, the European Parliament was in favour of a ban on the use of meat meal in the European Union, in accordance with the precautionary principle - if only we had listened to.	sts-mt
surprise.SMTnews	2012test	238	4.75	Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	Moreover, the major oil exporters are not prepared to subject their policies of investment to market rates.	sts-mt
surprise.SMTnews	2012test	209	4.0	Those who know little about modern factory farming may wonder why such legislation would be necessary.	Those who do not know the methods of intensive farming, will perhaps the need for such legislation.	sts-mt
SMTeuroparl	2012train	39	4.8	While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.	By withdrawing our resolution, I am, however, convinced that Parliament would have done better by making its voice heard, in view of the Nice European Council, a separate and specific resolution on the issues which are so important and so difficult for the Intergovernmental Conference, rather than treating them in the context of a single resolution including also all the other items on the agenda of the Council.	sts-mt
SMTeuroparl	2012test	60	4.5	Mr President, I rise in defence of the workers in the industry.	Mr President, I want to take the protection of workers.	sts-mt
SMTeuroparl	2012train	711	4.6	That made them heavily dependent on loans.	An evolution which made them strongly dependent on the borrowed capital.	sts-mt
SMTeuroparl	2012train	512	4.8	Knowledge of foreign languages is accepted as a necessary precursor to mobility.	It is allowed that the knowledge of foreign languages is a necessary precondition with mobility.	sts-mt
surprise.SMTnews	2012test	55	4.75	Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	We can also note that the French philosopher Marcel Gauchet has called one of these recent books democracy against itself.	sts-mt
SMTeuroparl	2012train	23	3.0	There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.	A budget line finances clearance programmes and of prevention since years.	sts-mt
SMTeuroparl	2012train	62	4.25	I know that in France they have had whole herd slaughter and this does not seem to be the best way forward.	I know that in France, the principle of the slaughter of whole herds was applied and that does not seem to be the best way to combat this phenomenon.	sts-mt
SMTeuroparl	2012train	661	4.8	Finally, I welcome the idea that we should review the implementation of the programme annually.	Finally I welcome the idea of us to give an annual assessment of the implementation of the programme.  	sts-mt
SMTeuroparl	2012train	55	4.6	If we want to help Indonesia we must act now with money and deeds, not merely words.	If we want to help Indonesia, we must speak now with money and concrete action, and not just with words.	sts-mt
postediting	2016	1353	3.0	"With a camera and a system of recognition of forms and faces, this ""see"" can know how many people in the place, which they are - including remember what they occupy positions - and listen and hear the keywords of their conversations."	"With a camera and a system of recognizing forms and faces, this ""receptionist"" can know how many people are in the place, who they are - what posts they occupy - and listen and hear the keywords of their conversations."	sts-mt
SMTeuroparl	2012test	266	4.25	Unfortunately, others separate on the basis of accumulated hatred.	Others are parting unfortunately because of a rancune gained.	sts-mt
SMTeuroparl	2012train	467	4.6	There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.	The recent incidents against the Greek minority in Himara make more imperative that measures to promote democratisation, strengthening the institutions and respect for human rights in Albania.	sts-mt
postediting	2016	2400	0.0	We know how to take a step back, said Marcell Jansen.	I didn't go out of my area Favre said about all his passes to Coles.	sts-mt
surprise.SMTnews	2012test	233	2.0	Some results are remarkable.	Some results.  	sts-mt
SMTeuroparl	2012train	509	4.4	We shall have to speak with just one disagreeable voice in the WTO.	We shall talk with one voice disgracieuse within the WTO.	sts-mt
SMTeuroparl	2012train	229	4.6	Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.	Slovakia is not to remain in the second Group and it is logical that it wants to join the Union at the same time that the Czech Republic.  	sts-mt
SMTeuroparl	2012test	445	4.25	We often pontificate here about being the representatives of the citizens of Europe.	Often we pride ourselves here to represent the people of Europe.	sts-mt
postediting	2016	21	5.0	The fact that Google is a base for genetic data can give a good raw material for the next generation of science-fiction. The famous novel by Cory Doctorow, writes with half orwellien tones , describing the future in which a man could be approached only through data from Google.	The fact that Google is a genetic data can give a good raw material for the next generation of science-fiction. The novel Cory Doctorow of the famous, writing with half-tone orwelliens, described the future in which a man could be approached so outrageous only through data from Google.	sts-mt
SMTeuroparl	2012train	348	4.4	It is a matter of the utmost importance and yet has curiously attracted very little public attention.	The task, which is essential, has not yet been a keen interest on the part of the public.	sts-mt
SMTeuroparl	2012train	504	4.0	There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.	A budget line has programmes to de-mining and prevention for years.	sts-mt
SMTeuroparl	2012train	605	4.6	That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.	It is a shame when it is thought that the European Union is posed as a champion modernization of the economic life!	sts-mt
postediting	2016	2768	1.0	Well the four achievements of the new version of the national anthem.	The anthem has again been recorded by the orchestra of the theatre national under the direction of Jirˇí Beˇlohlávek.	sts-mt
SMTeuroparl	2012train	357	5.0	. (ES) Mr President, enlargement is essential for the construction of a strong and united European continent.	. (ES) Mr President, enlargement is essential for the construction of a strong and unified European continent.	sts-mt
SMTeuroparl	2012test	7	5.0	The fishermen are inactive, tired and disappointed.	The fishers are inactive, tired and disappointed.	sts-mt
SMTeuroparl	2012train	425	5.0	Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.	It is obviously necessary to clarify the reasons for the increase in the incidence of BSE, not only in France but also in other Member States.	sts-mt
postediting	2016	1157	4.0	The right-wing camp is intact, it is only inside the party that voters have become more aware, more critical and more stubborn.	The right-wing camp is intact, only party that voters have become more aware, more critical and more stubborn.	sts-mt
